Geohash,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Latitude,Longitude,City,County,State,Country,ISO_3166_2,AvgAcceleration,PercentOfVehicles,AvgMonthlyVolume,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
dpz96ete,43.83322,-79.33571,43.83339,-79.33537,43.83333,-79.33556,Markham,,Ontario,Canada,CA-ON,0.6063,0.0935,107,0.0,0.7103,0.0561,0.0,0.1402,0.0934,2019-01-04,2.0
dpz93394,43.82206,-79.39682,43.82223,-79.39648,43.8222,-79.39676,Markham,,Ontario,Canada,CA-ON,1.2394,0.1129,877,0.0445,0.1906,0.2123,0.0731,0.1416,0.3379,2019-01-04,2.0
dpz961w4,43.82206,-79.35699,43.82223,-79.35665,43.8222,-79.35671,Markham,,Ontario,Canada,CA-ON,0.4675,0.4173,127,0.0,0.7402,0.0315,0.0157,0.1339,0.0787,2019-01-04,2.0
dpz933t6,43.82206,-79.39098,43.82223,-79.39064,43.82214,-79.39074,Markham,,Ontario,Canada,CA-ON,0.5531,0.25,60,0.0,0.2833,0.1667,0.05,0.4167,0.0833,2019-01-04,2.0
dpz939e4,43.82206,-79.38309,43.82223,-79.38274,43.82212,-79.38284,Markham,,Ontario,Canada,CA-ON,0.4835,0.1523,197,0.0558,0.3096,0.1929,0.0051,0.198,0.2386,2019-01-04,2.0
dpz969t4,43.82206,-79.3364,43.82223,-79.33605,43.82217,-79.33615,Markham,,Ontario,Canada,CA-ON,0.2408,0.1379,29,0.0,0.2414,0.3103,0.0,0.1379,0.3104,2019-01-04,2.0
dpz929t6,43.82206,-79.42394,43.82223,-79.4236,43.82214,-79.42369,Markham,,Ontario,Canada,CA-ON,0.3087,0.0899,178,0.0169,0.4438,0.2022,0.0225,0.1348,0.1798,2019-01-04,2.0
dpz960ut,43.81845,-79.35905,43.81863,-79.35871,43.81852,-79.35882,Markham,,Ontario,Canada,CA-ON,0.3599,0.3173,104,0.0,0.5385,0.1058,0.0288,0.1538,0.1731,2019-01-04,2.0
dpz96jgh,43.84575,-79.36111,43.84592,-79.36077,43.84579,-79.36087,Markham,,Ontario,Canada,CA-ON,0.6996,0.0822,73,0.0,0.411,0.0548,0.0411,0.4521,0.041,2019-01-04,2.0
dpz97tbu,43.84575,-79.29829,43.84592,-79.29794,43.84586,-79.298,Markham,,Ontario,Canada,CA-ON,0.5645,0.0875,160,0.4645,0.1677,0.0774,0.0258,0.2129,0.0517,2019-01-04,2.0
dpz9ktus,43.84575,-79.24919,43.84592,-79.24885,43.84576,-79.24918,Markham,,Ontario,Canada,CA-ON,0.8075,0.1176,17,0.0,0.2353,0.1765,0.0,0.2941,0.2941,2019-01-04,2.0
dpz97tgk,43.84575,-79.29485,43.84592,-79.29451,43.84581,-79.29466,Markham,,Ontario,Canada,CA-ON,0.7705,0.0925,5490,0.0451,0.1474,0.2981,0.051,0.2715,0.1869,2019-01-04,2.0
dpz96jcs,43.84575,-79.36317,43.84592,-79.36283,43.84586,-79.36292,Markham,,Ontario,Canada,CA-ON,0.4382,0.0847,177,0.0,0.4915,0.0452,0.0452,0.2994,0.1187,2019-01-04,2.0
dpz9kvgh,43.84575,-79.24026,43.84592,-79.23992,43.84589,-79.2401,Markham,,Ontario,Canada,CA-ON,0.1831,0.2,15,0.0,0.1333,0.6667,0.0,0.2,0.0,2019-01-04,2.0
dpz97vvk,43.84575,-79.28112,43.84592,-79.28078,43.8458,-79.28107,Markham,,Ontario,Canada,CA-ON,0.2581,0.1133,309,0.0,0.804,0.0565,0.01,0.0797,0.0498,2019-01-04,2.0
dpz91zt9,43.8109,-79.36867,43.81107,-79.36832,43.81094,-79.36852,Markham,,Ontario,Canada,CA-ON,0.489,0.0446,112,0.009,0.2252,0.2523,0.0541,0.2432,0.2162,2019-01-04,2.0
dpz96vjp,43.84214,-79.32541,43.84232,-79.32507,43.84225,-79.3253,Markham,,Ontario,Canada,CA-ON,0.4298,0.1525,59,0.0,0.0339,0.0508,0.1186,0.5763,0.2204,2019-01-04,2.0
dpz93t5z,43.84214,-79.38206,43.84232,-79.38171,43.84223,-79.3818,Markham,,Ontario,Canada,CA-ON,0.4406,0.0376,2794,0.0287,0.1453,0.2964,0.0721,0.2713,0.1862,2019-01-04,2.0
dpz96m1r,43.84214,-79.35253,43.84232,-79.35219,43.8423,-79.35235,Markham,,Ontario,Canada,CA-ON,0.2271,0.0047,860,0.0314,0.1281,0.3481,0.0361,0.3341,0.1222,2019-01-04,2.0
dpz91qzs,43.8073,-79.38789,43.80747,-79.38755,43.8074,-79.38763,Markham,,Ontario,Canada,CA-ON,0.8875,0.0794,63,0.0,0.1111,0.2222,0.0476,0.5238,0.0953,2019-01-04,2.0
dpz91wcs,43.8073,-79.38515,43.80747,-79.3848,43.80737,-79.38505,Markham,,Ontario,Canada,CA-ON,0.2918,0.0909,77,0.0135,0.2027,0.1081,0.0541,0.4865,0.1351,2019-01-04,2.0
dpz90yvk,43.8073,-79.41296,43.80747,-79.41261,43.80737,-79.41278,Markham,,Ontario,Canada,CA-ON,0.4045,0.0393,687,0.0496,0.2832,0.2526,0.0672,0.1693,0.1781,2019-01-04,2.0
dpz965vg,43.83459,-79.35734,43.83476,-79.35699,43.83467,-79.35721,Markham,,Ontario,Canada,CA-ON,0.5549,0.0889,45,0.0222,0.2889,0.3556,0.0,0.3111,0.0222,2019-01-04,2.0
dpz977u5,43.83459,-79.30481,43.83476,-79.30447,43.83463,-79.30466,Markham,,Ontario,Canada,CA-ON,0.4829,0.134,791,0.0434,0.3036,0.2487,0.0561,0.148,0.2002,2019-01-04,2.0
dpz977ve,43.83459,-79.30275,43.83476,-79.30241,43.83468,-79.30265,Markham,,Ontario,Canada,CA-ON,0.4751,0.0455,44,0.0455,0.25,0.0909,0.0,0.3864,0.2272,2019-01-04,2.0
dpz9k5be,43.83459,-79.27666,43.83476,-79.27631,43.83472,-79.27631,Markham,,Ontario,Canada,CA-ON,0.68,0.0625,16,0.0,0.3125,0.125,0.0,0.375,0.1875,2019-01-04,2.0
dpz97gvg,43.83459,-79.28043,43.83476,-79.28009,43.83466,-79.28039,Markham,,Ontario,Canada,CA-ON,0.3254,0.0926,108,0.0278,0.2963,0.1574,0.0648,0.2778,0.1759,2019-01-04,2.0
dpz965u5,43.83459,-79.35974,43.83476,-79.3594,43.83461,-79.35954,Markham,,Ontario,Canada,CA-ON,0.5832,0.1111,45,0.0,0.3556,0.1556,0.0,0.2889,0.1999,2019-01-04,2.0
dpz96ez5,43.83459,-79.33365,43.83476,-79.33331,43.83468,-79.33346,Markham,,Ontario,Canada,CA-ON,0.483,0.0234,4836,0.0357,0.2246,0.2983,0.0606,0.1974,0.1834,2019-01-04,2.0
dpz9674y,43.83099,-79.35047,43.83116,-79.35013,43.83109,-79.35043,Markham,,Ontario,Canada,CA-ON,0.4397,0.2066,121,0.0579,0.5207,0.0992,0.0,0.0579,0.2643,2019-01-04,2.0
dpz965pn,43.83099,-79.35562,43.83116,-79.35528,43.83105,-79.35542,Markham,,Ontario,Canada,CA-ON,0.6616,0.0479,4402,0.003,0.1162,0.3417,0.0621,0.2063,0.2707,2019-01-04,2.0
dpz96epw,43.83099,-79.33296,43.83116,-79.33262,43.83106,-79.3329,Markham,,Ontario,Canada,CA-ON,0.3645,0.2355,276,0.0,0.279,0.0072,0.0145,0.5688,0.1305,2019-01-04,2.0
dpz967ny,43.83099,-79.34498,43.83116,-79.34464,43.83107,-79.34487,Markham,,Ontario,Canada,CA-ON,0.4348,0.0055,542,0.0092,0.1734,0.4815,0.0443,0.1458,0.1458,2019-01-04,2.0
dpz963c4,43.82343,-79.35287,43.8236,-79.35253,43.82344,-79.35255,Markham,,Ontario,Canada,CA-ON,0.2536,0.1429,14,0.0,0.2143,0.2143,0.0,0.0,0.5714,2019-01-04,2.0
dpz96cvf,43.82343,-79.32438,43.8236,-79.32404,43.82351,-79.32435,Markham,,Ontario,Canada,CA-ON,1.0382,0.096,302,0.0,0.4582,0.2475,0.0736,0.0803,0.1404,2019-01-04,2.0
dpz93cvd,43.82343,-79.36867,43.8236,-79.36832,43.82359,-79.36849,Markham,,Ontario,Canada,CA-ON,0.6884,0.2222,54,0.0,0.0189,0.1132,0.0189,0.7358,0.1132,2019-01-04,2.0
dpz969zf,43.82343,-79.33262,43.8236,-79.33228,43.82352,-79.33238,Markham,,Ontario,Canada,CA-ON,0.5778,0.075,200,0.0,0.2764,0.1005,0.0201,0.4523,0.1507,2019-01-04,2.0
dpz939f4,43.82343,-79.38446,43.8236,-79.38412,43.82359,-79.38441,Markham,,Ontario,Canada,CA-ON,0.829,0.1176,51,0.0,0.26,0.18,0.06,0.36,0.14,2019-01-04,2.0
dpz931y4,43.82343,-79.40094,43.8236,-79.4006,43.82347,-79.40068,Markham,,Ontario,Canada,CA-ON,0.498,0.1918,73,0.0548,0.3425,0.3699,0.0685,0.0,0.1643,2019-01-04,2.0
dpz971vd,43.82343,-79.31374,43.8236,-79.31339,43.82351,-79.31351,Markham,,Ontario,Canada,CA-ON,0.3468,0.1276,392,0.0077,0.5383,0.1786,0.0179,0.1378,0.1197,2019-01-04,2.0
dpz961y6,43.82343,-79.35665,43.8236,-79.35631,43.82356,-79.35647,Markham,,Ontario,Canada,CA-ON,0.4189,0.0748,214,0.0,0.6355,0.1308,0.028,0.1028,0.1029,2019-01-04,2.0
dpz9334v,43.81983,-79.39442,43.82,-79.39407,43.81987,-79.39424,Markham,,Ontario,Canada,CA-ON,0.9357,0.0067,2105,0.0443,0.2165,0.2666,0.1016,0.1555,0.2155,2019-01-04,2.0
dpz9391m,43.81983,-79.38549,43.82,-79.38515,43.81993,-79.38531,Markham,,Ontario,Canada,CA-ON,0.4121,0.1672,3499,0.0373,0.2024,0.2669,0.0913,0.1737,0.2284,2019-01-04,2.0
dpz963hv,43.81983,-79.34772,43.82,-79.34738,43.81989,-79.34756,Markham,,Ontario,Canada,CA-ON,0.3816,0.3891,460,0.0044,0.2004,0.5643,0.0305,0.0893,0.1111,2019-01-04,2.0
dpz96chm,43.81983,-79.32644,43.82,-79.3261,43.81992,-79.32628,Markham,,Ontario,Canada,CA-ON,0.4421,0.1919,172,0.0,0.186,0.1977,0.1105,0.2674,0.2384,2019-01-04,2.0
dpz9kn1u,43.84712,-79.27494,43.84729,-79.2746,43.84723,-79.27486,Markham,,Ontario,Canada,CA-ON,0.4865,0.1523,394,0.0155,0.3705,0.2124,0.0363,0.1554,0.2099,2019-01-04,2.0
dpz96n0s,43.84712,-79.36455,43.84729,-79.3642,43.84721,-79.36436,Markham,,Ontario,Canada,CA-ON,0.5847,0.1279,172,0.012,0.0719,0.1437,0.5629,0.0778,0.1317,2019-01-04,2.0
dpz96q5s,43.84712,-79.34944,43.84729,-79.3491,43.8472,-79.34911,Markham,,Ontario,Canada,CA-ON,0.201,0.0851,47,0.1064,0.3404,0.3617,0.0213,0.0851,0.0851,2019-01-04,2.0
dpz97m7z,43.84352,-79.30515,43.84369,-79.30481,43.8436,-79.30496,Markham,,Ontario,Canada,CA-ON,0.6147,0.0607,10163,0.0354,0.1552,0.3435,0.0417,0.2314,0.1928,2019-01-04,2.0
dpz9kj6p,43.84352,-79.2746,43.84369,-79.27425,43.84368,-79.27448,Markham,,Ontario,Canada,CA-ON,0.3662,0.0541,37,0.0,0.2703,0.2432,0.027,0.4054,0.0541,2019-01-04,2.0
dpz9ktkp,43.84352,-79.24988,43.84369,-79.24953,43.84365,-79.2496,Markham,,Ontario,Canada,CA-ON,0.6111,0.0393,178,0.0114,0.3011,0.25,0.0739,0.1534,0.2102,2019-01-04,2.0
dpz91n2x,43.80507,-79.40849,43.80524,-79.40815,43.80516,-79.40829,Markham,,Ontario,Canada,CA-ON,0.587,0.0148,745,0.0256,0.2651,0.2032,0.0606,0.2328,0.2127,2019-01-04,2.0
dpz92emq,43.83236,-79.42394,43.83253,-79.4236,43.83237,-79.4239,Markham,,Ontario,Canada,CA-ON,0.3074,0.0769,13,0.0769,0.0,0.3846,0.0,0.0,0.5385,2019-01-04,2.0
dpz967ry,43.83236,-79.34361,43.83253,-79.34326,43.83241,-79.34336,Markham,,Ontario,Canada,CA-ON,0.5159,0.2075,53,0.0,0.6415,0.1509,0.0189,0.0566,0.1321,2019-01-04,2.0
dpz97gmw,43.83236,-79.28078,43.83253,-79.28043,43.83246,-79.28064,Markham,,Ontario,Canada,CA-ON,0.4278,0.2588,452,0.0223,0.3527,0.1429,0.0513,0.1763,0.2545,2019-01-04,2.0
dpz9773y,43.83236,-79.3079,43.83253,-79.30756,43.83243,-79.3078,Markham,,Ontario,Canada,CA-ON,0.3193,0.2222,198,0.0355,0.3858,0.1269,0.0355,0.269,0.1473,2019-01-04,2.0
dpz967rn,43.83236,-79.34464,43.83253,-79.34429,43.83244,-79.34434,Markham,,Ontario,Canada,CA-ON,0.6603,0.3846,39,0.0,0.6923,0.1538,0.0513,0.0769,0.0257,2019-01-04,2.0
dpz966b1,43.82875,-79.35425,43.82893,-79.3539,43.82877,-79.35395,Markham,,Ontario,Canada,CA-ON,0.1045,0.0128,78,0.2338,0.3896,0.0649,0.039,0.026,0.2467,2019-01-04,2.0
dpz976c3,43.82875,-79.30859,43.82893,-79.30824,43.82891,-79.30857,Markham,,Ontario,Canada,CA-ON,0.1744,0.0833,12,0.0,0.0833,0.1667,0.0833,0.25,0.4167,2019-01-04,2.0
dpz9333t,43.8212,-79.39613,43.82137,-79.39579,43.82123,-79.39604,Markham,,Ontario,Canada,CA-ON,1.2819,0.24,25,0.0,0.12,0.2,0.0,0.64,0.04,2019-01-04,2.0
dpz963rj,43.8212,-79.34464,43.82137,-79.34429,43.82126,-79.34448,Markham,,Ontario,Canada,CA-ON,0.3897,0.1151,1408,0.0043,0.3809,0.2066,0.1155,0.1722,0.1205,2019-01-04,2.0
dpz961qt,43.8212,-79.35631,43.82137,-79.35596,43.82132,-79.35608,Markham,,Ontario,Canada,CA-ON,0.5179,0.2623,122,0.0492,0.2623,0.041,0.0574,0.418,0.1721,2019-01-04,2.0
dpz97mex,43.84489,-79.3055,43.84506,-79.30515,43.84498,-79.30529,Markham,,Ontario,Canada,CA-ON,0.4266,0.0241,8720,0.0382,0.1696,0.3612,0.0379,0.2038,0.1893,2019-01-04,2.0
dpz93vep,43.84489,-79.3721,43.84506,-79.37176,43.84495,-79.37207,Markham,,Ontario,Canada,CA-ON,0.3798,0.0117,2315,0.0478,0.1517,0.1978,0.0617,0.2413,0.2997,2019-01-04,2.0
dpz93ttz,43.84489,-79.37931,43.84506,-79.37897,43.84499,-79.37916,Markham,,Ontario,Canada,CA-ON,0.283,0.0297,6401,0.0374,0.1396,0.2492,0.0762,0.2404,0.2572,2019-01-04,2.0
dpz968zb,43.8176,-79.33262,43.81777,-79.33228,43.81771,-79.33244,Markham,,Ontario,Canada,CA-ON,0.4002,0.0342,4772,0.0312,0.2041,0.2655,0.0506,0.186,0.2626,2019-01-04,2.0
dpz938c0,43.8176,-79.38583,43.81777,-79.38549,43.8176,-79.38564,Markham,,Ontario,Canada,CA-ON,0.7371,0.0556,18,0.0,0.0,0.2222,0.0,0.5,0.2778,2019-01-04,2.0
dpz968u8,43.8176,-79.33708,43.81777,-79.33674,43.81769,-79.33678,Markham,,Ontario,Canada,CA-ON,0.3424,0.038,1185,0.0161,0.2153,0.3102,0.05,0.2407,0.1677,2019-01-04,2.0
dpz91xkk,43.81004,-79.38137,43.81021,-79.38103,43.81011,-79.38125,Markham,,Ontario,Canada,CA-ON,1.1146,0.1333,30,0.0,0.1667,0.0333,0.0333,0.6333,0.1334,2019-01-04,2.0
dpz91pkk,43.81004,-79.40334,43.81021,-79.403,43.81006,-79.40304,Markham,,Ontario,Canada,CA-ON,0.0751,0.0526,19,0.0,0.2632,0.2105,0.0,0.4211,0.1052,2019-01-04,2.0
dpz91r2s,43.81004,-79.39751,43.81021,-79.39716,43.81006,-79.39749,Markham,,Ontario,Canada,CA-ON,0.4281,0.0667,15,0.0,0.4667,0.0667,0.0,0.4,0.0666,2019-01-04,2.0
dpz91prk,43.81004,-79.39922,43.81021,-79.39888,43.81013,-79.39911,Markham,,Ontario,Canada,CA-ON,0.6126,0.0305,5877,0.0296,0.1896,0.3215,0.0781,0.1447,0.2365,2019-01-04,2.0
dpz96jp6,43.84129,-79.35528,43.84146,-79.35493,43.84134,-79.35511,Markham,,Ontario,Canada,CA-ON,0.3713,0.0008,19115,0.0337,0.1215,0.344,0.0567,0.2746,0.1695,2019-01-04,2.0
dpz96jhd,43.84129,-79.35905,43.84146,-79.35871,43.84134,-79.35884,Markham,,Ontario,Canada,CA-ON,0.4082,0.0842,6529,0.0115,0.1275,0.3165,0.0366,0.3802,0.1277,2019-01-04,2.0
dpz97t14,43.84129,-79.29794,43.84146,-79.2976,43.84138,-79.29776,Markham,,Ontario,Canada,CA-ON,0.4157,0.0392,153,0.0131,0.3791,0.1765,0.0131,0.2222,0.196,2019-01-04,2.0
dpz96vnf,43.84129,-79.32301,43.84146,-79.32266,43.84139,-79.32297,Markham,,Ontario,Canada,CA-ON,0.4372,0.0811,74,0.0,0.1351,0.5,0.0811,0.1486,0.1352,2019-01-04,2.0
dpz97g9y,43.83373,-79.28593,43.8339,-79.28558,43.83382,-79.28579,Markham,,Ontario,Canada,CA-ON,0.6191,0.3582,134,0.0,0.1515,0.5303,0.0076,0.2727,0.0379,2019-01-04,2.0
dpz96eew,43.83373,-79.33846,43.8339,-79.33811,43.83382,-79.33821,Markham,,Ontario,Canada,CA-ON,0.2615,0.1818,11,0.0,0.6364,0.0,0.0,0.1818,0.1818,2019-01-04,2.0
dpz96e9w,43.83373,-79.3412,43.8339,-79.34086,43.8338,-79.34094,Markham,,Ontario,Canada,CA-ON,0.2726,0.35,20,0.0,0.5,0.15,0.0,0.3,0.05,2019-01-04,2.0
dpz96e8q,43.83373,-79.34292,43.8339,-79.34258,43.83387,-79.34288,Markham,,Ontario,Canada,CA-ON,0.3885,0.1333,30,0.0,0.5333,0.2333,0.0,0.1,0.1334,2019-01-04,2.0
dpz97edq,43.83373,-79.29623,43.8339,-79.29588,43.83387,-79.29616,Markham,,Ontario,Canada,CA-ON,0.4325,0.1176,17,0.0588,0.3529,0.1765,0.0,0.2353,0.1765,2019-01-04,2.0
dpz9659y,43.83373,-79.36283,43.8339,-79.36249,43.83378,-79.3626,Markham,,Ontario,Canada,CA-ON,0.6595,0.1039,231,0.0043,0.2987,0.1515,0.0519,0.3593,0.1343,2019-01-04,2.0
dpz92ep9,43.83013,-79.42085,43.8303,-79.42051,43.8302,-79.42063,Markham,,Ontario,Canada,CA-ON,0.4247,0.2133,75,0.0,0.2703,0.1757,0.027,0.4054,0.1216,2019-01-04,2.0
dpz96759,43.83013,-79.34944,43.8303,-79.3491,43.83026,-79.34916,Markham,,Ontario,Canada,CA-ON,0.2216,0.1163,43,0.0,0.7674,0.0,0.0,0.093,0.1396,2019-01-04,2.0
dpz975hc,43.83013,-79.31477,43.8303,-79.31442,43.83019,-79.31473,Markham,,Ontario,Canada,CA-ON,0.2157,0.0392,51,0.0,0.3725,0.1176,0.0392,0.3137,0.157,2019-01-04,2.0
dpz97g51,43.83013,-79.28421,43.8303,-79.28387,43.83018,-79.28395,Markham,,Ontario,Canada,CA-ON,0.3146,0.0923,65,0.0156,0.3125,0.0625,0.0625,0.3906,0.1563,2019-01-04,2.0
dpz935j1,43.83013,-79.40231,43.8303,-79.40197,43.83022,-79.40209,Markham,,Ontario,Canada,CA-ON,0.9527,0.3214,84,0.119,0.0833,0.119,0.0,0.4286,0.2501,2019-01-04,2.0
dpz96gn9,43.83013,-79.32335,43.8303,-79.32301,43.83022,-79.32303,Markham,,Ontario,Canada,CA-ON,0.6946,0.008,1380,0.0649,0.2843,0.2587,0.0437,0.1844,0.164,2019-01-04,2.0
dpz97g09,43.83013,-79.28764,43.8303,-79.2873,43.8302,-79.2874,Markham,,Ontario,Canada,CA-ON,0.4146,0.0546,1611,0.022,0.2558,0.3319,0.0547,0.1314,0.2042,2019-01-04,2.0
dpz97g19,43.83013,-79.28627,43.8303,-79.28593,43.83027,-79.28621,Markham,,Ontario,Canada,CA-ON,0.4456,0.0196,357,0.0085,0.5641,0.1368,0.0171,0.1054,0.1681,2019-01-04,2.0
dpz929p0,43.81897,-79.42154,43.81914,-79.4212,43.81903,-79.42139,Markham,,Ontario,Canada,CA-ON,0.6433,0.1852,27,0.0,0.0741,0.1852,0.2963,0.3704,0.074,2019-01-04,2.0
dpz96340,43.81897,-79.3515,43.81914,-79.35116,43.81908,-79.35137,Markham,,Ontario,Canada,CA-ON,0.775,0.0361,1247,0.0185,0.2602,0.1614,0.049,0.2843,0.2266,2019-01-04,2.0
dpz93277,43.81536,-79.39373,43.81554,-79.39339,43.81549,-79.39354,Markham,,Ontario,Canada,CA-ON,0.3042,0.1343,67,0.0,0.2239,0.1045,0.0149,0.5373,0.1194,2019-01-04,2.0
dpz9606e,43.81536,-79.3618,43.81554,-79.36146,43.81545,-79.36165,Markham,,Ontario,Canada,CA-ON,0.2338,0.0441,68,0.0,0.3382,0.1029,0.0441,0.25,0.2648,2019-01-04,2.0
dpz97mq6,43.84266,-79.30172,43.84283,-79.30138,43.84273,-79.30154,Markham,,Ontario,Canada,CA-ON,0.4626,0.3529,68,0.0147,0.2794,0.2059,0.0294,0.3676,0.103,2019-01-04,2.0
dpz93set,43.83905,-79.3824,43.83923,-79.38206,43.83919,-79.38225,Markham,,Ontario,Canada,CA-ON,0.6427,0.1141,666,0.0285,0.3529,0.3348,0.0375,0.1021,0.1442,2019-01-04,2.0
dpz93kev,43.83905,-79.39304,43.83923,-79.3927,43.83915,-79.39291,Markham,,Ontario,Canada,CA-ON,0.1952,0.0073,275,0.0182,0.3248,0.3285,0.0584,0.0766,0.1935,2019-01-04,2.0
dpz97kev,43.83905,-79.30515,43.83923,-79.30481,43.83914,-79.30507,Markham,,Ontario,Canada,CA-ON,0.6651,0.2,155,0.0258,0.3161,0.1806,0.1097,0.1871,0.1807,2019-01-04,2.0
dpz93k9j,43.83905,-79.39682,43.83923,-79.39648,43.83908,-79.39669,Markham,,Ontario,Canada,CA-ON,0.6836,0.0702,114,0.0,0.0088,0.5702,0.0351,0.3333,0.0526,2019-01-04,2.0
dpz97sxv,43.83905,-79.28867,43.83923,-79.28833,43.83915,-79.28847,Markham,,Ontario,Canada,CA-ON,0.5867,0.2479,121,0.0083,0.3884,0.2562,0.0248,0.1653,0.157,2019-01-04,2.0
dpz9ku9j,43.83905,-79.24301,43.83923,-79.24267,43.83913,-79.24293,Markham,,Ontario,Canada,CA-ON,0.6948,0.1556,90,0.0111,0.3444,0.0889,0.2111,0.2444,0.1001,2019-01-04,2.0
dpz96ddh,43.8279,-79.34052,43.82807,-79.34017,43.82797,-79.34036,Markham,,Ontario,Canada,CA-ON,0.6488,0.1809,94,0.0,0.3298,0.1915,0.0106,0.4468,0.0213,2019-01-04,2.0
dpz96dek,43.8279,-79.3388,43.82807,-79.33846,43.82794,-79.33852,Markham,,Ontario,Canada,CA-ON,0.483,0.069,565,0.0035,0.0603,0.5745,0.1543,0.0319,0.1755,2019-01-04,2.0
dpz9649u,43.8279,-79.36283,43.82807,-79.36249,43.82794,-79.36279,Markham,,Ontario,Canada,CA-ON,0.8113,0.2641,231,0.0,0.29,0.0346,0.0173,0.3333,0.3248,2019-01-04,2.0
dpz93gqc,43.8315,-79.36695,43.83167,-79.36661,43.83162,-79.36686,Markham,,Ontario,Canada,CA-ON,0.1577,0.0714,56,0.0,0.3571,0.0357,0.0357,0.4821,0.0894,2019-01-04,2.0
dpz937rc,43.8315,-79.38755,43.83167,-79.38721,43.83159,-79.38741,Markham,,Ontario,Canada,CA-ON,0.2997,0.1909,110,0.0,0.422,0.2569,0.0183,0.2569,0.0459,2019-01-04,2.0
dpz965mc,43.8315,-79.35734,43.83167,-79.35699,43.83158,-79.35715,Markham,,Ontario,Canada,CA-ON,0.3931,0.2424,66,0.0,0.4848,0.1515,0.0,0.2879,0.0758,2019-01-04,2.0
dpz97eq9,43.8315,-79.29039,43.83167,-79.29005,43.83155,-79.29035,Markham,,Ontario,Canada,CA-ON,0.3378,0.0722,180,0.0333,0.3556,0.2889,0.0222,0.15,0.15,2019-01-04,2.0
dpz93178,43.82034,-79.40437,43.82051,-79.40403,43.82044,-79.40417,Markham,,Ontario,Canada,CA-ON,0.2618,0.1304,46,0.0,0.3043,0.3043,0.0435,0.087,0.2609,2019-01-04,2.0
dpz93cq8,43.82034,-79.36729,43.82051,-79.36695,43.82043,-79.3672,Markham,,Ontario,Canada,CA-ON,0.392,0.1972,71,0.0282,0.2817,0.1549,0.0282,0.2817,0.2253,2019-01-04,2.0
dpz9632b,43.82034,-79.35322,43.82051,-79.35287,43.82043,-79.35307,Markham,,Ontario,Canada,CA-ON,0.6644,0.4118,68,0.0,0.7059,0.2353,0.0,0.0147,0.0441,2019-01-04,2.0
dpz96968,43.82034,-79.33983,43.82051,-79.33949,43.82046,-79.33965,Markham,,Ontario,Canada,CA-ON,0.547,0.0646,418,0.0455,0.5766,0.0981,0.0598,0.1746,0.0454,2019-01-04,2.0
dpz960e7,43.81674,-79.36077,43.81691,-79.36043,43.81684,-79.36051,Markham,,Ontario,Canada,CA-ON,0.266,0.0627,255,0.0079,0.2648,0.3004,0.0474,0.1858,0.1937,2019-01-04,2.0
dpz962ee,43.81674,-79.34944,43.81691,-79.3491,43.81681,-79.34929,Markham,,Ontario,Canada,CA-ON,0.7968,0.0392,9998,0.0303,0.1493,0.292,0.0809,0.2398,0.2077,2019-01-04,2.0
dpz962e7,43.81674,-79.34978,43.81691,-79.34944,43.81683,-79.34951,Markham,,Ontario,Canada,CA-ON,0.357,0.0386,6321,0.0343,0.1388,0.2753,0.0767,0.2534,0.2215,2019-01-04,2.0
dpz97tx4,43.84403,-79.2897,43.8442,-79.28936,43.84419,-79.28959,Markham,,Ontario,Canada,CA-ON,0.2114,0.0254,276,0.0473,0.2618,0.2218,0.0291,0.2036,0.2364,2019-01-04,2.0
dpz9ktd6,43.84403,-79.25228,43.8442,-79.25194,43.84415,-79.25217,Markham,,Ontario,Canada,CA-ON,0.5864,0.3148,54,0.0,0.3585,0.1321,0.0189,0.3962,0.0943,2019-01-04,2.0
dpz9kj8d,43.84403,-79.27666,43.8442,-79.27631,43.84408,-79.2765,Markham,,Ontario,Canada,CA-ON,0.3383,0.0833,48,0.0,0.2708,0.125,0.0625,0.5417,0.0,2019-01-04,2.0
dpz9kkcj,43.84043,-79.26498,43.8406,-79.26464,43.8405,-79.26473,Markham,,Ontario,Canada,CA-ON,0.3433,0.0401,2045,0.0728,0.3024,0.2783,0.028,0.147,0.1715,2019-01-04,2.0
dpz96uuv,43.84043,-79.32575,43.8406,-79.32541,43.84052,-79.3256,Markham,,Ontario,Canada,CA-ON,0.3793,0.045,600,0.0084,0.2559,0.2274,0.0585,0.2893,0.1605,2019-01-04,2.0
dpz97kyj,43.84043,-79.30206,43.8406,-79.30172,43.84048,-79.30176,Markham,,Ontario,Canada,CA-ON,0.1014,0.0625,16,0.0,0.125,0.125,0.0,0.6875,0.0625,2019-01-04,2.0
dpz96uvt,43.84043,-79.32472,43.8406,-79.32438,43.84057,-79.32466,Markham,,Ontario,Canada,CA-ON,0.2068,0.0769,26,0.0,0.4231,0.5,0.0385,0.0,0.0384,2019-01-04,2.0
dpz97kuj,43.84043,-79.30481,43.8406,-79.30447,43.84053,-79.30479,Markham,,Ontario,Canada,CA-ON,0.3267,0.0727,110,0.0459,0.3028,0.1468,0.1193,0.1101,0.2751,2019-01-04,2.0
